# ID	x	y	Flux	Bkg	m
7.8300e+02	1.4940e+03	1.4060e+03	3.4850e+03	3.4160e+03	1.6444e+01
7.8400e+02	1.9920e+03	2.8120e+03	3.7190e+03	3.4260e+03	1.6374e+01
7.8500e+02	1.0630e+03	2.8940e+03	3.3450e+03	3.4340e+03	1.6489e+01
7.8600e+02	1.4130e+03	4.2720e+03	2.4060e+03	3.4230e+03	1.6847e+01
7.8700e+02	2.3110e+03	4.1400e+02	5.6330e+03	3.4160e+03	1.5923e+01
7.8800e+02	1.9190e+03	1.8560e+03	6.2180e+03	3.4140e+03	1.5816e+01
7.8900e+02	1.5250e+03	3.6090e+03	4.6230e+03	3.4380e+03	1.6138e+01
7.9000e+02	2.0440e+03	1.9560e+03	3.8280e+03	3.4180e+03	1.6343e+01
7.9100e+02	8.9700e+02	3.7010e+03	2.8630e+03	3.4280e+03	1.6658e+01
7.9200e+02	8.3500e+02	8.1100e+02	5.4770e+03	3.4280e+03	1.5954e+01
7.9300e+02	5.1100e+02	1.8840e+03	3.4880e+03	3.4210e+03	1.6444e+01
7.9400e+02	2.1000e+02	2.3830e+03	7.5260e+03	3.4250e+03	1.5609e+01
7.9500e+02	1.3210e+03	2.7770e+03	2.7020e+03	3.4390e+03	1.6721e+01
7.9600e+02	7.5100e+02	3.0410e+03	6.7210e+03	3.4260e+03	1.5731e+01
7.9700e+02	1.2120e+03	4.4940e+03	4.7390e+03	3.4210e+03	1.6111e+01
7.9800e+02	1.2280e+03	4.0100e+03	3.4310e+03	3.4210e+03	1.6461e+01
7.9900e+02	2.3490e+03	2.5800e+02	7.8160e+03	3.4050e+03	1.5568e+01
8.0000e+02	1.9700e+03	4.1800e+02	3.5450e+03	3.4070e+03	1.6426e+01
8.0100e+02	2.2970e+03	1.2500e+03	9.6430e+03	3.4210e+03	1.5339e+01
8.0200e+02	2.3870e+03	2.5730e+03	5.4470e+03	3.4170e+03	1.5960e+01
8.0300e+02	1.9960e+03	2.9060e+03	4.2000e+03	3.4250e+03	1.6242e+01
8.0400e+02	1.9820e+03	2.9810e+03	6.8850e+03	3.4280e+03	1.5705e+01
8.0500e+02	1.4600e+03	3.5770e+03	3.5750e+03	3.4410e+03	1.6417e+01
8.0600e+02	1.5010e+03	3.8390e+03	3.2700e+03	3.4300e+03	1.6514e+01
8.0700e+02	1.1890e+03	6.3800e+02	3.6680e+03	3.4310e+03	1.6389e+01
8.0800e+02	2.4480e+03	1.3010e+03	5.8670e+03	3.4320e+03	1.5879e+01
8.0900e+02	2.0150e+03	1.7740e+03	4.0620e+03	3.4170e+03	1.6278e+01
8.1000e+02	6.2800e+02	4.0540e+03	2.3110e+03	3.4220e+03	1.6891e+01
8.1100e+02	1.2690e+03	4.0660e+03	5.4570e+03	3.4250e+03	1.5958e+01
8.1200e+02	9.6900e+02	2.7600e+02	7.0260e+03	3.4300e+03	1.5683e+01
8.1300e+02	1.3550e+03	1.6540e+03	1.7097e+04	3.4160e+03	1.4718e+01
8.1400e+02	1.5430e+03	4.3790e+03	1.1587e+04	3.4200e+03	1.5140e+01
8.1500e+02	1.5050e+03	1.0110e+03	3.2500e+03	3.4190e+03	1.6520e+01
8.1600e+02	2.1100e+02	2.1470e+03	6.8750e+03	3.4180e+03	1.5707e+01
8.1700e+02	2.1230e+03	2.4920e+03	2.4810e+03	3.4170e+03	1.6813e+01
8.1800e+02	2.2580e+03	2.5850e+03	4.8980e+03	3.4180e+03	1.6075e+01
8.1900e+02	1.6240e+03	2.6020e+03	4.4230e+03	3.4260e+03	1.6186e+01
8.2000e+02	6.0100e+02	3.1750e+03	3.3960e+03	3.4220e+03	1.6473e+01
8.2100e+02	1.5160e+03	4.4710e+03	4.7350e+03	3.4200e+03	1.6112e+01
8.2200e+02	9.6100e+02	2.0400e+02	9.1700e+03	3.4280e+03	1.5394e+01
8.2300e+02	1.0710e+03	4.6200e+02	4.9150e+03	3.4310e+03	1.6071e+01
8.2400e+02	5.6300e+02	1.6550e+03	3.7730e+03	3.4240e+03	1.6358e+01
8.2500e+02	2.1250e+03	2.4420e+03	3.6530e+03	3.4220e+03	1.6393e+01
8.2600e+02	4.6200e+02	2.8930e+03	3.3920e+03	3.4240e+03	1.6474e+01
8.2700e+02	1.9350e+03	3.4640e+03	2.8760e+03	3.4290e+03	1.6653e+01
8.2800e+02	1.0820e+03	4.0890e+03	3.7790e+03	3.4230e+03	1.6357e+01
8.2900e+02	2.2100e+02	4.4080e+03	4.9650e+03	3.4310e+03	1.6060e+01
8.3000e+02	2.2100e+02	9.8400e+02	8.0550e+03	3.4160e+03	1.5535e+01
8.3100e+02	2.3770e+03	1.6740e+03	4.4520e+03	3.4270e+03	1.6179e+01
8.3200e+02	5.9800e+02	2.0500e+03	3.4280e+03	3.4200e+03	1.6462e+01
8.3300e+02	6.0900e+02	2.6160e+03	5.1760e+03	3.4230e+03	1.6015e+01
8.3400e+02	9.2300e+02	3.1410e+03	2.6400e+03	3.4350e+03	1.6746e+01
8.3500e+02	1.0460e+03	3.2190e+03	2.7860e+03	3.4450e+03	1.6688e+01
8.3600e+02	1.1150e+03	8.1900e+02	5.8920e+03	3.4260e+03	1.5874e+01
8.3700e+02	8.3300e+02	1.1260e+03	6.5460e+03	3.4230e+03	1.5760e+01
8.3800e+02	2.2920e+03	2.5280e+03	6.0070e+03	3.4160e+03	1.5853e+01
8.3900e+02	7.1200e+02	3.1560e+03	2.8810e+03	3.4270e+03	1.6651e+01
8.4000e+02	1.6130e+03	3.5420e+03	3.6200e+03	3.4430e+03	1.6403e+01
8.4100e+02	1.6600e+03	3.6280e+03	3.0640e+03	3.4330e+03	1.6584e+01
8.4200e+02	1.6570e+03	2.3000e+02	5.3630e+03	3.4100e+03	1.5976e+01
8.4300e+02	1.3760e+03	1.5750e+03	7.5500e+03	3.4230e+03	1.5605e+01
8.4400e+02	1.9390e+03	2.8610e+03	5.5370e+03	3.4260e+03	1.5942e+01
8.4500e+02	2.3880e+03	3.9100e+02	4.5620e+03	3.4110e+03	1.6152e+01
8.4600e+02	1.5160e+03	4.9000e+02	6.5870e+03	3.4190e+03	1.5753e+01
8.4700e+02	2.0250e+03	1.5640e+03	4.6760e+03	3.4200e+03	1.6125e+01
8.4800e+02	2.3680e+03	1.9720e+03	3.4920e+03	3.4170e+03	1.6442e+01
8.4900e+02	1.8920e+03	2.8970e+03	5.0060e+03	3.4290e+03	1.6051e+01
8.5000e+02	5.3000e+02	3.0250e+03	4.6830e+03	3.4200e+03	1.6124e+01
8.5100e+02	1.8540e+03	3.7980e+03	2.4960e+03	3.4250e+03	1.6807e+01
8.5200e+02	2.2200e+03	1.6610e+03	3.4360e+03	3.4220e+03	1.6460e+01
8.5300e+02	6.3400e+02	2.2290e+03	3.4150e+03	3.4220e+03	1.6467e+01
8.5400e+02	2.3970e+03	3.5040e+03	2.3940e+03	3.4220e+03	1.6852e+01
8.5500e+02	2.1730e+03	4.0490e+03	5.1410e+03	3.4170e+03	1.6022e+01
8.5600e+02	1.1750e+03	1.4500e+02	4.9970e+03	3.4190e+03	1.6053e+01
8.5700e+02	6.0300e+02	1.6500e+02	3.2950e+03	3.4240e+03	1.6505e+01
8.5800e+02	4.5300e+02	1.1960e+03	3.6480e+03	3.4220e+03	1.6395e+01
8.5900e+02	2.0100e+02	1.6420e+03	8.1430e+03	3.4220e+03	1.5523e+01
8.6000e+02	1.0120e+03	2.0720e+03	3.5180e+03	3.4210e+03	1.6434e+01
8.6100e+02	1.0720e+03	2.7540e+03	7.6890e+03	3.4320e+03	1.5585e+01
8.6200e+02	2.0340e+03	2.8250e+03	2.5120e+03	3.4200e+03	1.6800e+01
8.6300e+02	1.6990e+03	3.6880e+03	3.0750e+03	3.4280e+03	1.6580e+01
8.6400e+02	1.1020e+03	4.0690e+03	6.4250e+03	3.4230e+03	1.5780e+01
8.6500e+02	1.9690e+03	4.2390e+03	3.2170e+03	3.4140e+03	1.6531e+01
8.6600e+02	1.9410e+03	9.5600e+02	1.3371e+04	3.4090e+03	1.4985e+01
8.6700e+02	1.8600e+02	1.3790e+03	6.3980e+03	3.4240e+03	1.5785e+01
8.6800e+02	1.9010e+03	2.2360e+03	5.5320e+03	3.4170e+03	1.5943e+01
8.6900e+02	3.0700e+02	2.4150e+03	4.2000e+03	3.4240e+03	1.6242e+01
8.7000e+02	5.3500e+02	2.5410e+03	5.2680e+03	3.4230e+03	1.5996e+01
8.7100e+02	1.5000e+02	2.6180e+03	6.9850e+03	3.4220e+03	1.5690e+01
8.7200e+02	2.0150e+03	1.6020e+03	3.4280e+03	3.4160e+03	1.6462e+01
8.7300e+02	2.2660e+03	2.3430e+03	2.2860e+03	3.4190e+03	1.6902e+01
8.7400e+02	6.5600e+02	2.8660e+03	3.4440e+03	3.4210e+03	1.6457e+01
8.7500e+02	2.4190e+03	2.3820e+03	3.5750e+03	3.4210e+03	1.6417e+01
8.7600e+02	2.1810e+03	2.5230e+03	5.8650e+03	3.4190e+03	1.5879e+01
8.7700e+02	2.1600e+03	2.9400e+03	3.2600e+03	3.4230e+03	1.6517e+01
8.7800e+02	1.8400e+03	3.4980e+03	2.8160e+03	3.4300e+03	1.6676e+01
8.7900e+02	1.5810e+03	4.3020e+03	2.0100e+03	3.4180e+03	1.7042e+01
8.8000e+02	9.8200e+02	4.4140e+03	1.7970e+03	3.4190e+03	1.7164e+01
8.8100e+02	2.2800e+02	3.6300e+02	6.2450e+03	3.4200e+03	1.5811e+01
8.8200e+02	2.6800e+02	5.0800e+02	6.3330e+03	3.4280e+03	1.5796e+01
8.8300e+02	1.7180e+03	2.1520e+03	4.1585e+03	3.4195e+03	1.6253e+01
8.8400e+02	1.3700e+02	2.2600e+03	2.7450e+03	3.4130e+03	1.6704e+01
8.8500e+02	1.7140e+03	2.3040e+03	2.5860e+03	3.4210e+03	1.6768e+01
8.8600e+02	1.8530e+03	2.5710e+03	3.2870e+03	3.4230e+03	1.6508e+01
8.8700e+02	2.7900e+02	3.7620e+03	3.6400e+03	3.4190e+03	1.6397e+01
8.8800e+02	1.3450e+03	3.9040e+03	2.9420e+03	3.4290e+03	1.6628e+01
8.8900e+02	4.6700e+02	4.4450e+03	2.5305e+03	3.4205e+03	1.6792e+01
8.9000e+02	1.7710e+03	1.3830e+03	6.6760e+03	3.4100e+03	1.5739e+01
8.9100e+02	2.1100e+02	2.0220e+03	4.2670e+03	3.4150e+03	1.6225e+01
8.9200e+02	1.0510e+03	2.3940e+03	4.1740e+03	3.4250e+03	1.6249e+01
8.9300e+02	8.1700e+02	2.5970e+03	2.9780e+03	3.4240e+03	1.6615e+01
8.9400e+02	1.8660e+03	4.1530e+03	3.1960e+03	3.4210e+03	1.6538e+01
8.9500e+02	2.1090e+03	1.2710e+03	3.3730e+03	3.4200e+03	1.6480e+01
8.9600e+02	1.7910e+03	1.4320e+03	3.7320e+03	3.4150e+03	1.6370e+01
8.9700e+02	4.2200e+02	1.5740e+03	3.6390e+03	3.4230e+03	1.6398e+01
8.9800e+02	1.7650e+03	2.7270e+03	2.2000e+03	3.4260e+03	1.6944e+01
8.9900e+02	1.7330e+03	2.7460e+03	3.2940e+03	3.4310e+03	1.6506e+01
9.0000e+02	1.8080e+03	3.1930e+03	7.6160e+03	3.4360e+03	1.5596e+01
9.0100e+02	1.0010e+03	3.6460e+03	4.9075e+03	3.4335e+03	1.6073e+01
9.0200e+02	5.9100e+02	3.8740e+03	2.5770e+03	3.4220e+03	1.6772e+01
9.0300e+02	1.7100e+02	4.3140e+03	3.3250e+03	3.4190e+03	1.6496e+01
9.0400e+02	1.8530e+03	4.4330e+03	4.9020e+03	3.4150e+03	1.6074e+01
9.0500e+02	1.2140e+03	4.0000e+02	4.3260e+03	3.4290e+03	1.6210e+01
9.0600e+02	3.7300e+02	1.9750e+03	2.6000e+03	3.4200e+03	1.6763e+01
9.0700e+02	2.4580e+03	2.0660e+03	4.3480e+03	3.4270e+03	1.6204e+01
9.0800e+02	1.8310e+03	3.2810e+03	2.3620e+03	3.4330e+03	1.6867e+01
9.0900e+02	2.2470e+03	3.9580e+03	3.6090e+03	3.4160e+03	1.6407e+01
9.1000e+02	1.5320e+03	3.6500e+02	3.2280e+03	3.4300e+03	1.6528e+01
9.1100e+02	1.3000e+02	9.6300e+02	4.9980e+03	3.4160e+03	1.6053e+01
9.1200e+02	1.8200e+02	1.6480e+03	7.1430e+03	3.4230e+03	1.5665e+01
9.1300e+02	8.0500e+02	1.6810e+03	7.1140e+03	3.4220e+03	1.5670e+01
9.1400e+02	2.3810e+03	1.9230e+03	5.1940e+03	3.4220e+03	1.6011e+01
9.1500e+02	4.3500e+02	2.6910e+03	3.5900e+03	3.4200e+03	1.6412e+01
9.1600e+02	2.1620e+03	3.4480e+03	4.9380e+03	3.4250e+03	1.6066e+01
9.1700e+02	2.1150e+03	4.0280e+03	3.9480e+03	3.4160e+03	1.6309e+01
9.1800e+02	7.5800e+02	4.3650e+03	2.1330e+03	3.4220e+03	1.6978e+01
9.1900e+02	1.0400e+03	3.0100e+02	5.7830e+03	3.4270e+03	1.5895e+01
9.2000e+02	4.6900e+02	7.0800e+02	5.5980e+03	3.4250e+03	1.5930e+01
9.2100e+02	3.6000e+02	1.1620e+03	1.1457e+04	3.4210e+03	1.5152e+01
9.2200e+02	5.5700e+02	1.5260e+03	4.5430e+03	3.4220e+03	1.6157e+01
9.2300e+02	3.0400e+02	1.9120e+03	4.8260e+03	3.4230e+03	1.6091e+01
9.2400e+02	2.3590e+03	2.3700e+03	6.7770e+03	3.4150e+03	1.5722e+01
9.2500e+02	9.3400e+02	2.5150e+03	4.3880e+03	3.4240e+03	1.6194e+01
9.2600e+02	1.9130e+03	2.6870e+03	3.0400e+03	3.4230e+03	1.6593e+01
9.2700e+02	8.2200e+02	3.5820e+03	3.2800e+03	3.4290e+03	1.6510e+01
9.2800e+02	7.3000e+02	3.7830e+03	4.8220e+03	3.4240e+03	1.6092e+01
9.2900e+02	1.6800e+02	2.5900e+02	2.7750e+03	3.4200e+03	1.6692e+01
9.3000e+02	1.1580e+03	1.0070e+03	5.7260e+03	3.4240e+03	1.5905e+01
9.3100e+02	2.2390e+03	3.1660e+03	4.0330e+03	3.4230e+03	1.6286e+01
9.3200e+02	1.7320e+03	2.6300e+02	4.4430e+03	3.4110e+03	1.6181e+01
9.3300e+02	1.1670e+03	1.0650e+03	3.1980e+03	3.4220e+03	1.6538e+01
9.3400e+02	2.3790e+03	2.5480e+03	3.0830e+03	3.4190e+03	1.6578e+01
9.3500e+02	1.4810e+03	2.6290e+03	2.6470e+03	3.4290e+03	1.6743e+01
9.3600e+02	6.1200e+02	2.6950e+03	4.5170e+03	3.4220e+03	1.6163e+01
9.3700e+02	1.8100e+02	3.3240e+03	3.2420e+03	3.4190e+03	1.6523e+01
9.3800e+02	5.8700e+02	3.3970e+03	5.8410e+03	3.4240e+03	1.5884e+01
9.3900e+02	7.7600e+02	3.8460e+03	2.2530e+03	3.4230e+03	1.6918e+01
9.4000e+02	1.4150e+03	4.4100e+03	2.0150e+03	3.4180e+03	1.7039e+01
9.4100e+02	1.8850e+03	1.0390e+03	3.5295e+03	3.4115e+03	1.6431e+01
9.4200e+02	3.9400e+02	1.1530e+03	4.8840e+03	3.4260e+03	1.6078e+01
9.4300e+02	1.7000e+02	1.5160e+03	3.7590e+03	3.4270e+03	1.6362e+01
9.4400e+02	2.3880e+03	2.0000e+03	5.3650e+03	3.4210e+03	1.5976e+01
9.4500e+02	1.6680e+03	2.8210e+03	2.6580e+03	3.4380e+03	1.6739e+01
9.4600e+02	2.3480e+03	3.1350e+03	2.1840e+03	3.4170e+03	1.6952e+01
9.4700e+02	2.4480e+03	3.2630e+03	2.2250e+03	3.4210e+03	1.6932e+01
9.4800e+02	1.2850e+03	4.4380e+03	5.2030e+03	3.4220e+03	1.6009e+01
9.4900e+02	1.0420e+03	2.0700e+02	2.5780e+03	3.4260e+03	1.6772e+01
9.5000e+02	9.4000e+02	7.8300e+02	3.2790e+03	3.4290e+03	1.6511e+01
9.5100e+02	2.1020e+03	1.6460e+03	4.6010e+03	3.4190e+03	1.6143e+01
9.5200e+02	1.3310e+03	2.4880e+03	3.0540e+03	3.4250e+03	1.6588e+01
9.5300e+02	4.3200e+02	2.5730e+03	3.3030e+03	3.4190e+03	1.6503e+01
9.5400e+02	1.6730e+03	2.6980e+03	3.2120e+03	3.4300e+03	1.6533e+01
9.5500e+02	1.9790e+03	3.7830e+03	1.4617e+04	3.4210e+03	1.4888e+01
9.5600e+02	4.2900e+02	5.2500e+02	3.1880e+03	3.4290e+03	1.6541e+01
9.5700e+02	1.3600e+02	2.1760e+03	4.2920e+03	3.4190e+03	1.6218e+01
9.5800e+02	1.0450e+03	2.4470e+03	3.0490e+03	3.4220e+03	1.6590e+01
9.5900e+02	1.8970e+03	2.9130e+03	2.7950e+03	3.4280e+03	1.6684e+01
9.6000e+02	2.2340e+03	3.0300e+03	1.8170e+03	3.4200e+03	1.7152e+01
9.6100e+02	2.1280e+03	3.0840e+03	4.7800e+03	3.4240e+03	1.6101e+01
9.6200e+02	1.6880e+03	3.6240e+03	6.1200e+03	3.4330e+03	1.5833e+01
9.6300e+02	1.5110e+03	3.7160e+03	2.6790e+03	3.4330e+03	1.6730e+01
9.6400e+02	4.0700e+02	4.4420e+03	2.7480e+03	3.4190e+03	1.6702e+01
9.6500e+02	2.2490e+03	1.4420e+03	3.3650e+03	3.4320e+03	1.6483e+01
9.6600e+02	8.8700e+02	2.1970e+03	3.3360e+03	3.4270e+03	1.6492e+01
9.6700e+02	1.8170e+03	3.1610e+03	4.8360e+03	3.4350e+03	1.6089e+01
9.6800e+02	1.3790e+03	4.2670e+03	2.6190e+03	3.4220e+03	1.6755e+01
9.6900e+02	1.7050e+03	3.9700e+02	3.7530e+03	3.4160e+03	1.6364e+01
9.7000e+02	2.0520e+03	5.2900e+02	3.9870e+03	3.4120e+03	1.6298e+01
9.7100e+02	1.1920e+03	9.2800e+02	3.4640e+03	3.4250e+03	1.6451e+01
9.7200e+02	1.9030e+03	1.7090e+03	3.1590e+03	3.4140e+03	1.6551e+01
9.7300e+02	1.5370e+03	2.0610e+03	2.2600e+03	3.4190e+03	1.6915e+01
9.7400e+02	4.8800e+02	2.1530e+03	5.3040e+03	3.4240e+03	1.5988e+01
9.7500e+02	2.2240e+03	2.7000e+03	3.1880e+03	3.4190e+03	1.6541e+01
9.7600e+02	1.0470e+03	3.6250e+03	4.7730e+03	3.4320e+03	1.6103e+01
9.7700e+02	5.5900e+02	2.8600e+02	4.3130e+03	3.4250e+03	1.6213e+01
9.7800e+02	1.2470e+03	4.0500e+02	4.2180e+03	3.4310e+03	1.6237e+01
9.7900e+02	1.5700e+02	4.6000e+02	6.7410e+03	3.4180e+03	1.5728e+01
9.8000e+02	1.6760e+03	2.0940e+03	2.0000e+03	3.4180e+03	1.7047e+01
9.8100e+02	1.0030e+03	3.1870e+03	2.2060e+03	3.4370e+03	1.6941e+01
9.8200e+02	1.8040e+03	3.5900e+03	3.8490e+03	3.4310e+03	1.6337e+01
9.8300e+02	5.1900e+02	3.7060e+03	1.9190e+03	3.4210e+03	1.7092e+01
9.8400e+02	2.3900e+03	3.7560e+03	5.4150e+03	3.4110e+03	1.5966e+01
9.8500e+02	2.2400e+02	1.0370e+03	3.1170e+03	3.4210e+03	1.6566e+01
9.8600e+02	2.3930e+03	1.6450e+03	2.4390e+03	3.4310e+03	1.6832e+01
9.8700e+02	1.7500e+03	1.6460e+03	2.3490e+03	3.4180e+03	1.6873e+01
9.8800e+02	1.3280e+03	1.6970e+03	3.0980e+03	3.4270e+03	1.6572e+01
9.8900e+02	1.4630e+03	1.7190e+03	2.9530e+03	3.4240e+03	1.6624e+01
9.9000e+02	1.5960e+03	1.8460e+03	3.6490e+03	3.4170e+03	1.6395e+01
9.9100e+02	9.1100e+02	3.2600e+03	1.9210e+03	3.4320e+03	1.7091e+01
9.9200e+02	1.8390e+03	3.3970e+03	3.2410e+03	3.4300e+03	1.6523e+01
9.9300e+02	2.4600e+03	3.8330e+03	2.0030e+03	3.4110e+03	1.7046e+01
9.9400e+02	1.7510e+03	3.8790e+03	2.2880e+03	3.4240e+03	1.6901e+01
9.9500e+02	2.1640e+03	3.9190e+03	2.2440e+03	3.4180e+03	1.6922e+01
9.9600e+02	3.4100e+02	7.6200e+02	8.2990e+03	3.4240e+03	1.5502e+01
9.9700e+02	1.9980e+03	1.4620e+03	2.1010e+03	3.4200e+03	1.6994e+01
9.9800e+02	1.3130e+03	1.5350e+03	3.2900e+03	3.4200e+03	1.6507e+01
9.9900e+02	1.9970e+03	2.1900e+03	5.2550e+03	3.4160e+03	1.5999e+01
1.0000e+03	1.1310e+03	2.3710e+03	3.1660e+03	3.4290e+03	1.6549e+01
1.0010e+03	2.2360e+03	3.7230e+03	4.3340e+03	3.4210e+03	1.6208e+01
1.0020e+03	1.8200e+02	3.8140e+03	4.2090e+03	3.4230e+03	1.6240e+01
1.0030e+03	9.8700e+02	4.1250e+03	1.9050e+03	3.4220e+03	1.7100e+01
1.0040e+03	2.3950e+03	4.2400e+03	2.2750e+03	3.4110e+03	1.6908e+01
1.0050e+03	7.6200e+02	1.0360e+03	9.6040e+03	3.4230e+03	1.5344e+01
1.0060e+03	1.4950e+03	2.2040e+03	2.9500e+03	3.4200e+03	1.6625e+01
1.0070e+03	1.4200e+03	2.6130e+03	4.2350e+03	3.4300e+03	1.6233e+01
1.0080e+03	1.0050e+03	3.2130e+03	1.6760e+03	3.4370e+03	1.7239e+01
1.0090e+03	2.3900e+03	3.8720e+03	2.7550e+03	3.4090e+03	1.6700e+01
1.0100e+03	1.3100e+02	3.9030e+03	3.1260e+03	3.4160e+03	1.6563e+01
1.0110e+03	1.5210e+03	4.4430e+03	1.8870e+03	3.4190e+03	1.7111e+01
1.0120e+03	2.3190e+03	4.5200e+02	3.0150e+03	3.4080e+03	1.6602e+01
1.0130e+03	2.1800e+02	5.1400e+02	8.5670e+03	3.4210e+03	1.5468e+01
1.0140e+03	1.0430e+03	8.1100e+02	3.0120e+03	3.4270e+03	1.6603e+01
1.0150e+03	2.4070e+03	1.3360e+03	4.1210e+03	3.4300e+03	1.6262e+01
1.0160e+03	1.4960e+03	1.5110e+03	2.0970e+03	3.4170e+03	1.6996e+01
1.0170e+03	2.3050e+03	2.0590e+03	1.0976e+04	3.4190e+03	1.5199e+01
1.0180e+03	2.0470e+03	2.1360e+03	2.7960e+03	3.4130e+03	1.6684e+01
1.0190e+03	2.1540e+03	3.2170e+03	3.4320e+03	3.4270e+03	1.6461e+01
1.0200e+03	2.2130e+03	3.6340e+03	3.1110e+03	3.4200e+03	1.6568e+01
1.0210e+03	1.7690e+03	4.0450e+03	2.2810e+03	3.4200e+03	1.6905e+01
1.0220e+03	1.3650e+03	1.5900e+02	1.9525e+03	3.4275e+03	1.7074e+01
1.0230e+03	2.0750e+03	1.9900e+02	5.7430e+03	3.4100e+03	1.5902e+01
1.0240e+03	1.2200e+03	3.6400e+02	3.3920e+03	3.4270e+03	1.6474e+01
1.0250e+03	7.9000e+02	5.0600e+02	1.3180e+04	3.4240e+03	1.5000e+01
1.0260e+03	1.1040e+03	6.7200e+02	5.7530e+03	3.4320e+03	1.5900e+01
1.0270e+03	8.4100e+02	1.1890e+03	1.2209e+04	3.4290e+03	1.5083e+01
1.0280e+03	1.3300e+03	1.4500e+03	4.7870e+03	3.4170e+03	1.6100e+01
1.0290e+03	1.2760e+03	2.7260e+03	1.9730e+03	3.4320e+03	1.7062e+01
1.0300e+03	8.0600e+02	2.9280e+03	4.5690e+03	3.4310e+03	1.6150e+01
1.0310e+03	1.0480e+03	3.5850e+03	2.8540e+03	3.4320e+03	1.6661e+01
1.0320e+03	1.6850e+03	3.6380e+03	1.6040e+03	3.4310e+03	1.7287e+01
1.0330e+03	1.2140e+03	3.6870e+03	4.5630e+03	3.4320e+03	1.6152e+01
1.0340e+03	2.4180e+03	4.2770e+03	1.6430e+03	3.4050e+03	1.7261e+01
1.0350e+03	4.2600e+02	4.3680e+03	2.4970e+03	3.4240e+03	1.6806e+01
1.0360e+03	6.2700e+02	2.0000e+02	5.5525e+03	3.4275e+03	1.5939e+01
1.0370e+03	1.1920e+03	1.3080e+03	6.7570e+03	3.4240e+03	1.5726e+01
1.0380e+03	1.7830e+03	1.7820e+03	4.2940e+03	3.4230e+03	1.6218e+01
1.0390e+03	1.9670e+03	2.0150e+03	2.1590e+03	3.4150e+03	1.6964e+01
1.0400e+03	7.2000e+02	2.4250e+03	3.2610e+03	3.4210e+03	1.6517e+01
1.0410e+03	8.8700e+02	2.7090e+03	2.2560e+03	3.4290e+03	1.6917e+01
1.0420e+03	2.4200e+02	3.4050e+03	4.8090e+03	3.4210e+03	1.6095e+01
1.0430e+03	1.9860e+03	8.2400e+02	5.6000e+03	3.4200e+03	1.5930e+01
1.0440e+03	9.8500e+02	3.2570e+03	2.4670e+03	3.4360e+03	1.6820e+01
1.0450e+03	1.3430e+03	3.5730e+03	2.0890e+03	3.4410e+03	1.7000e+01
1.0460e+03	1.5500e+02	3.9020e+03	2.7820e+03	3.4250e+03	1.6689e+01
1.0470e+03	4.1600e+02	2.2000e+02	5.0620e+03	3.4180e+03	1.6039e+01
1.0480e+03	1.1350e+03	2.2300e+02	4.2760e+03	3.4250e+03	1.6222e+01
1.0490e+03	1.1640e+03	2.4100e+02	6.0120e+03	3.4230e+03	1.5852e+01
1.0500e+03	9.3900e+02	8.0100e+02	3.1130e+03	3.4280e+03	1.6567e+01
1.0510e+03	6.1000e+02	8.3400e+02	2.7610e+03	3.4260e+03	1.6697e+01
1.0520e+03	1.7970e+03	8.5000e+02	2.1780e+03	3.4120e+03	1.6955e+01
1.0530e+03	1.6780e+03	1.3130e+03	2.2185e+03	3.4165e+03	1.6935e+01
1.0540e+03	5.3200e+02	1.7470e+03	6.1650e+03	3.4190e+03	1.5825e+01
1.0550e+03	6.2200e+02	1.8920e+03	7.0530e+03	3.4240e+03	1.5679e+01
1.0560e+03	7.0100e+02	2.1390e+03	5.6380e+03	3.4290e+03	1.5922e+01
1.0570e+03	1.7390e+03	2.2200e+03	3.0290e+03	3.4240e+03	1.6597e+01
1.0580e+03	1.7000e+03	2.3810e+03	3.0140e+03	3.4240e+03	1.6602e+01
1.0590e+03	8.3100e+02	2.4540e+03	2.8380e+03	3.4220e+03	1.6667e+01
1.0600e+03	2.2050e+03	2.7270e+03	1.5550e+03	3.4200e+03	1.7321e+01
1.0610e+03	8.1300e+02	3.6340e+03	4.4160e+03	3.4260e+03	1.6187e+01
1.0620e+03	5.7900e+02	3.6910e+03	2.6690e+03	3.4220e+03	1.6734e+01
1.0630e+03	1.6780e+03	1.1560e+03	3.3540e+03	3.4150e+03	1.6486e+01
1.0640e+03	1.6810e+03	1.5530e+03	5.6130e+03	3.4160e+03	1.5927e+01
1.0650e+03	1.2020e+03	1.5680e+03	3.1700e+03	3.4200e+03	1.6547e+01
1.0660e+03	2.4270e+03	1.7190e+03	2.0370e+03	3.4290e+03	1.7028e+01
1.0670e+03	1.7530e+03	2.1500e+03	1.7960e+03	3.4260e+03	1.7164e+01
1.0680e+03	1.7140e+03	2.7440e+03	2.3600e+03	3.4310e+03	1.6868e+01
1.0690e+03	9.5200e+02	2.9440e+03	3.4490e+03	3.4340e+03	1.6456e+01
1.0700e+03	1.8360e+03	3.6220e+03	1.5930e+03	3.4300e+03	1.7294e+01
1.0710e+03	8.1500e+02	3.6730e+03	2.9670e+03	3.4260e+03	1.6619e+01
1.0720e+03	9.8300e+02	3.8190e+03	1.7725e+03	3.4235e+03	1.7179e+01
1.0730e+03	1.5830e+03	4.2160e+03	3.1900e+03	3.4200e+03	1.6541e+01
